Item#,Description,Metal,Gms,Categories,Collections,Diamond Quality,Size,Quantity OH,Price,Image
KJ00075P.PS-1-22F,14KY 1ctw (PS-1ctr) F+VS+ LGD PEND 0.4gms,14KY,0.44,PEND,,F+VS+,,1,535,https://images.kirajewels.net/USA/KJ00075P.PS-2-22.jpg
KJ00075P.PS-1-23F,14KR 1ctw (PS-1ctr) F+VS+ LGD PEND 0.5gms,14KR,0.49,PEND,,F+VS+,,2,535,https://images.kirajewels.net/USA/KJ00075P.PS-2-23.jpg
KJ00075P.PS-2-21F,14KW 2ctw (PS-2ctr) F+VS+ LGD PEND 0.6gms,14KW,0.64,PEND,,F+VS+,,1,844,https://images.kirajewels.net/USA/KJ00075P.PS-1-21F.jpg
KJ00075P.PS-2-21F,14KW 2ctw (PS-2ctr) F+VS+ LGD PEND 0.6gms,14KW,0.64,PEND,,F+VS+,,1,844,https://images.kirajewels.net/USA/KJ00075P.PS-1-21F.jpg
KJ00075P.PS-2-22F,14KY 2ctw (PS-2ctr) F+VS+ LGD PEND 0.6gms,14KY,0.61,PEND,,F+VS+,,1,844,https://images.kirajewels.net/USA/KJ00075P.PS-2-22.jpg
KJ00075P.PS-2-23F,14KR 1.9ctw (PS-1.9ctr) F+VS+ LGD PEND 0.4gms,14KR,0.45,PEND,,F+VS+,,1,844,https://images.kirajewels.net/USA/KJ00075P.PS-2-23.jpg
KJ00075P.PS-2-33F,18KR 2ctw (PS-2ctr) F+VS+ LGD PEND 2.5gms,18KR,2.49,PEND,,F+VS+,,1,844,https://images.kirajewels.net/USA/KJ00075P.PS-2-23.jpg
KJ00075P.PS-3-21F,14KW 2.9ctw (PS-2.9ctr) F+VS+ LGD PEND 0.9gms,14KW,0.86,PEND,,F+VS+,,1,1122,https://images.kirajewels.net/USA/KJ00075P.PS-1-21F.jpg
KJ00075P.PS-3-22F,14KY 2.9ctw (PS-2.9ctr) F+VS+ LGD PEND 0.9gms,14KY,0.9,PEND,,F+VS+,,1,1122,https://images.kirajewels.net/USA/KJ00075P.PS-2-22.jpg
KJ00075P.PS-3-23F,14KR 2.9ctw (PS-2.9ctr) F+VS+ LGD PEND 0.8gms,14KR,0.77,PEND,,F+VS+,,1,1122,https://images.kirajewels.net/USA/KJ00075P.PS-2-23.jpg
KJ00075P.RD-0.25-21F,14KW 0.25ctw (RD-0.25ctr) F+VS+ LGD PEND 0.15gms,14KW,0.15,PEND,,F+VS+,,10,208,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-0.25-22F,14KY 0.25ctw (RD-0.25ctr) F+VS+ LGD PEND 0.15gms,14KY,0.15,PEND,,F+VS+,,10,208,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-0.5-21F,14KW 0.5ctw (RD-0.5ctr) F+VS+ LGD PEND 0.25gms,14KW,0.25,PEND,,F+VS+,,10,253,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-0.5-22F,14KY 0.5ctw (RD-0.5ctr) F+VS+ LGD PEND 0.25gms,14KY,0.25,PEND,,F+VS+,,10,253,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-0.75-21F,14KW 0.75ctw (RD-0.75ctr) F+VS+ LGD PEND 0.45gms,14KW,0.45,PEND,,F+VS+,,10,306,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-0.75-22F,14KY 0.75ctw (RD-0.75ctr) F+VS+ LGD PEND 0.45gms,14KY,0.45,PEND,,F+VS+,,10,306,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-1-21F,14KW 1ctw (RD-1ctr) F+VS+ LGD PEND 0.45gms,14KW,0.45,PEND,,F+VS+,,1,602,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-1-21F,14KW 1ctw (RD-1ctr) F+VS+ LGD PEND 0.45gms,14KW,0.45,PEND,,F+VS+,,9,602,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-1-22F,14KY 1ctw (RD-1ctr) F+VS+ LGD PEND 0.45gms,14KY,0.45,PEND,,F+VS+,,1,602,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-1-22F,14KY 1ctw (RD-1ctr) F+VS+ LGD PEND 0.45gms,14KY,0.45,PEND,,F+VS+,,9,602,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-1-23F,14KR 1ctw (RD-1ctr) F+VS+ LGD PEND 0.45gms,14KR,0.45,PEND,,F+VS+,,1,602,https://images.kirajewels.net/USA/KJ00075P.RD-2-23.jpg
KJ00075P.RD-1.5-21F,14KW 1.5ctw (RD-1.5ctr) F+VS+ LGD PEND 0.6gms,14KW,0.6,PEND,,F+VS+,,7,767,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-1.5-22F,14KY 1.5ctw (RD-1.5ctr) F+VS+ LGD PEND 0.6gms,14KY,0.6,PEND,,F+VS+,,9,767,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-2-21F,14KW 2ctw (RD-2ctr) F+VS+ LGD PEND 0.59gms,14KW,0.59,PEND,,F+VS+,,1,972,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-2-21F,14KW 2ctw (RD-2ctr) F+VS+ LGD PEND 0.59gms,14KW,0.59,PEND,,F+VS+,,10,972,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-2-22F,14KY 2ctw (RD-2ctr) F+VS+ LGD PEND 0.59gms,14KY,0.59,PEND,,F+VS+,,10,972,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-2-23F,14KR 2ctw (RD-2ctr) F+VS+ LGD PEND 0.59gms,14KR,0.59,PEND,,F+VS+,,2,972,https://images.kirajewels.net/USA/KJ00075P.RD-2-23.jpg
KJ00075P.RD-2.5-21F,14KW 2.5ctw (RD-2.5ctr) F+VS+ LGD PEND 0.73gms,14KW,0.73,PEND,,F+VS+,,10,1127,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-2.5-22F,14KY 2.5ctw (RD-2.5ctr) F+VS+ LGD PEND 0.73gms,14KY,0.73,PEND,,F+VS+,,9,1127,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00075P.RD-3-21F,14KW 3ctw (RD-3ctr) F+VS+ LGD PEND 0.72gms,14KW,0.72,PEND,,F+VS+,,1,1336,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-3-21F,14KW 3ctw (RD-3ctr) F+VS+ LGD PEND 0.72gms,14KW,0.72,PEND,,F+VS+,,9,1336,https://images.kirajewels.net/USA/KJ00075P.RD-1-21F.jpg
KJ00075P.RD-3-22F,14KY 3ctw (RD-3ctr) F+VS+ LGD PEND 0.72gms,14KY,0.72,PEND,,F+VS+,,10,1336,https://images.kirajewels.net/USA/KJ00075P.RD-2-22.jpg
KJ00087A.RD-5.6-21G,14KW 5.6ctw(RD-0.1ctr) G+VS+ LGD BNGL 5.6gms,14KW,5.59,BNGL,,G+VS+,"6.5""",1,2611,https://images.kirajewels.net/USA/KJ00087A.RD-5.6-21G.jpg
KJ00087A.RD-5.6-21G,14KW 5.6ctw(RD-0.1ctr) G+VS+ LGD BNGL 5.6gms,14KW,5.59,BNGL,,G+VS+,"6.5""",3,2611,https://images.kirajewels.net/USA/KJ00087A.RD-5.6-21G.jpg
KJ00087A.RD-5.6-23F,14KR 5.64ctw (RD-0.11ctr) F+VS+ LGD BNGL 14.1gms,14KR,14.14,BNGL,,F+VS+,"6.5""",1,2647,https://images.kirajewels.net/USA/KJ00087A.RD-5.6-23F.jpg
KJ00092P.RA-2.5-24GY,14KWY 2.5ctw (RA-2ctr) G+VS+/YELLOW LGD PEND 1.3gms,14KWY,1.31,PEND,,G+VS+,,1,1772,https://images.kirajewels.net/USA/KJ00092P.RA-2.5-24FY.jpg
KJ00095P.CU-3-21F,14KW 3ctw (CU-3ctr) F+VS+ LGD PEND 1.3gms,14KW,1.3,PEND,,F+VS+,,1,1311,https://images.kirajewels.net/USA/KJ00095P.CU-3-21F.png
KJ00099P.PS-3.5-21F,14KW 3.5ctw(PS-0.3ctr) F+VS+ LGD PEND 2.8gms,14KW,3.49,PEND,,F+VS+,,1,1559,
KJ00099P.PS-3.5-21V,14KW 3.7ctw (PS-0.3ctr) F+VVS+ LGD PEND 2.8gms,14KW,2.84,PEND,,F+VVS+,,1,1935,
KJ00100P.RD-1.5-22F,14KY 1.5ctw (RD-0.25ctr) F+VS+ LGD PEND 3.3gms,14KY,3.32,PEND,,F+VS+,,1,736,https://images.kirajewels.net/USA/KJ00100P.RD-1.5-22.jpg
KJ00101P.MQ-1.5-22F,14KY 1.5ctw (MQ-0.3ctr) F+VS+ LGD PEND 2.6gms,14KY,2.58,PEND,,F+VS+,,1,673,https://images.kirajewels.net/USA/KJ00101P.MQ-1.5-22.jpg
KJ00136E.RD-1-22F,14KY 1ctw (RD-0.5ctr) F+VS+ LGD EARR 1.2gms,14KY,1.18,EARR,,F+VS+,,1,369,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-1-22G,14KY 1ctw(RD-0.5ctr) G+VS+ LGD EARR 1.1gms,14KY,1.13,EARR,,G+VS+,,1,358,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-1.5-22F,14KY 1.5ctw (RD-0.7ctr) F+VS+ LGD EARR 1.3gms,14KY,1.29,EARR,,F+VS+,,1,463,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-2-21F,14KW 2ctw (RD-1ctr) F+VS+ LGD EARR 1.5gms,14KW,1.49,EARR,,F+VS+,,1,800,https://images.kirajewels.net/USA/KJ00136E.RD-1-21.jpg
KJ00136E.RD-2-22F,14KY 2ctw (RD-1ctr) F+VS+ LGD EARR 1.4gms,14KY,1.43,EARR,,F+VS+,,1,800,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-2-22F,14KY 2ctw (RD-1ctr) F+VS+ LGD EARR 1.4gms,14KY,1.43,EARR,,F+VS+,,1,800,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-2-23F,14KR 2ctw (RD-1ctr) F+VS+ LGD EARR 1.4gms,14KR,1.42,EARR,,F+VS+,,1,800,https://images.kirajewels.net/USA/KJ00136E.RD-2-23.jpg
KJ00136E.RD-2.5-22F,14KY 2.5ctw (RD-1.3ctr) F+VS+ LGD EARR 1.7gms,14KY,1.75,EARR,,F+VS+,,1,964,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-3-22F,14KY 3ctw (RD-1.5ctr) F+VS+ LGD EARR 1.85gms,14KY,1.85,EARR,,F+VS+,,1,1170,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-3-22G,14KY 3ctw(RD-1.5ctr) G+VS+ LGD EARR 1.9gms,14KY,1.95,EARR,,G+VS+,,1,1138,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-3-23G,14KR 3ctw (RD-1.5ctr) G+VS+ LGD EARR 2gms,14KR,1.95,EARR,,G+VS+,,1,1138,https://images.kirajewels.net/USA/KJ00136E.RD-2-23.jpg
KJ00136E.RD-3.5-22F,14KY 3.5ctw (RD-1.8ctr) F+VS+ LGD EARR 2.1gms,14KY,2.14,EARR,,F+VS+,,1,1357,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-4-22F,14KY 4ctw (RD-2ctr) F+VS+ LGD EARR 2.4gms,14KY,2.42,EARR,,F+VS+,,1,1629,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-4-23V,14KR 4ctw (RD-2ctr) F+VVS+ LGD EARR 1.9gms,14KR,1.94,EARR,,F+VVS+,,1,2059,https://images.kirajewels.net/USA/KJ00136E.RD-2-23.jpg
KJ00136E.RD-4-23V,14KR 4ctw (RD-2ctr) F+VVS+ LGD EARR 1.9gms,14KR,1.94,EARR,,F+VVS+,,1,2059,https://images.kirajewels.net/USA/KJ00136E.RD-2-23.jpg
KJ00136E.RD-4.5-22F,14KY 4.5ctw (RD-2.2ctr) F+VS+ LGD EARR 2.3gms,14KY,2.28,EARR,,F+VS+,,1,1763,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-5-22F,14KY 5ctw (RD-2.5ctr) F+VS+ LGD EARR 2.4gms,14KY,2.44,EARR,,F+VS+,,1,1939,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-5-23F,14KR 5ctw (RD-2.5ctr) F+VS+ LGD EARR 2.1gms,14KR,2.14,EARR,,F+VS+,,1,1939,https://images.kirajewels.net/USA/KJ00136E.RD-2-23.jpg
KJ00136E.RD-6-22F,14KY 6ctw (RD-3ctr) F+VS+ LGD EARR 2.3gms,14KY,2.33,EARR,,F+VS+,,1,2301,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-6-22F,14KY 6ctw (RD-3ctr) F+VS+ LGD EARR 2.3gms,14KY,2.33,EARR,,F+VS+,,1,2301,https://images.kirajewels.net/USA/KJ00136E.RD-2-22.jpg
KJ00136E.RD-6-23F,14KR 6ctw (RD-3ctr) F+VS+ LGD EARR 2.4gms,14KR,2.35,EARR,,F+VS+,,1,2301,https://images.kirajewels.net/USA/KJ00136E.RD-2-23.jpg
KJ00140E.PR-2-22F,14KY 2ctw (PR-1ctr) F+VS+ LGD EARR 1.7gms,14KY,1.74,EARR,,F+VS+,,1,777,https://images.kirajewels.net/USA/KJ00140E.PR-2-22.jpg
KJ00140E.PR-2-23F,14KR 2ctw (PR-1ctr) F+VS+ LGD EARR 1.6gms,14KR,1.56,EARR,,F+VS+,,1,777,https://images.kirajewels.net/USA/KJ00140E.PR-2-23.jpg
KJ00140E.PR-3-22F,14KY 3ctw (PR-1.5ctr) F+VS+ LGD EARR 1.7gms,14KY,1.72,EARR,,F+VS+,,1,1079,https://images.kirajewels.net/USA/KJ00140E.PR-2-22.jpg
KJ00140E.PR-3-23F,14KR 3ctw (PR-1.5ctr) F+VS+ LGD EARR 1.7gms,14KR,1.73,EARR,,F+VS+,,1,1079,https://images.kirajewels.net/USA/KJ00140E.PR-2-23.jpg
KJ00140E6.RD-2-21F,14KW 2ctw (RD-1ctr) F+VS+ LGD EARR 2.1gms,14KW,2.05,EARR,,F+VS+,,1,887,https://images.kirajewels.net/USA/KJ00140E6.RD-2-21F.jpg
KJ00140E6.RD-2-21F,14KW 2ctw (RD-1ctr) F+VS+ LGD EARR 2.1gms,14KW,2.05,EARR,,F+VS+,,1,887,https://images.kirajewels.net/USA/KJ00140E6.RD-2-21F.jpg
KJ00140E6.RD-2-22F,14KY 2ctw (RD-1ctr) F+VS+ LGD EARR 2gms,14KY,2.02,EARR,,F+VS+,,1,887,https://images.kirajewels.net/USA/KJ00140E6.RD-2-22F.jpg
KJ00140E6.RD-2-22F,14KY 2ctw (RD-1ctr) F+VS+ LGD EARR 2gms,14KY,2.02,EARR,,F+VS+,,1,887,https://images.kirajewels.net/USA/KJ00140E6.RD-2-22F.jpg
KJ00140E6.RD-2-22F,14KY 2ctw (RD-1ctr) F+VS+ LGD EARR 2gms,14KY,2.02,EARR,,F+VS+,,1,887,https://images.kirajewels.net/USA/KJ00140E6.RD-2-22F.jpg
KJ00140E6.RD-2-23F,14KR 2ctw (RD-1ctr) F+VS+ LGD EARR 2gms,14KR,2,EARR,,F+VS+,,1,887,
KJ00140E6.RD-3-22F,14KY 3ctw (RD-1.5ctr) F+VS+ LGD EARR 2.3gms,14KY,2.26,EARR,,F+VS+,,1,1275,https://images.kirajewels.net/USA/KJ00140E6.RD-2-22F.jpg
KJ00140E6.RD-3-23F,14KR 3ctw (RD-1.4ctr) F+VS+ LGD EARR 2.4gms,14KR,2.37,EARR,,F+VS+,,1,1275,
KJ00151E.OV-1-22F,14KY 1ctw (OV-0.4ctr) F+VS+ LGD EARR 1.7gms,14KY,1.68,EARR,,F+VS+,,1,494,https://images.kirajewels.net/USA/KJ00151E.OV-1-22F.jpg
KJ00151E.OV-2-22F,14KY 2ctw (OV-0.9ctr) F+VS+ LGD EARR 2.2gms,14KY,2.23,EARR,,F+VS+,,1,749,https://images.kirajewels.net/USA/KJ00151E.OV-1-22F.jpg
KJ00151E.OV-2-22F,14KY 2ctw (OV-0.9ctr) F+VS+ LGD EARR 2.2gms,14KY,2.23,EARR,,F+VS+,,1,749,https://images.kirajewels.net/USA/KJ00151E.OV-1-22F.jpg
KJ00151E.OV-3-23F,14KR 3.2ctw (OV-1.5ctr) F+VS+ LGD EARR 2.7gms,14KR,2.7,EARR,,F+VS+,,1,1179,https://images.kirajewels.net/USA/KJ00151E.OV-2-23.jpg
KJ00151E.PR-2-22F,14KY 2.1ctw (PR-0.9ctr) F+VS+ LGD EARR 2.1gms,14KY,2.13,EARR,,F+VS+,,1,736,https://images.kirajewels.net/USA/KJ00151E.PR-2-22.jpg
KJ00151E.PR-2-23F,14KR 2.1ctw (PR-0.9ctr) F+VS+ LGD EARR 2.1gms,14KR,2.06,EARR,,F+VS+,,1,736,https://images.kirajewels.net/USA/KJ00151E.PR-2-23.jpg
KJ00151E.PS-1-21F,14KW 1ctw (PS-0.4ctr) F+VS+ LGD EARR 1.8gms,14KW,1.79,EARR,,F+VS+,,1,500,https://images.kirajewels.net/USA/KJ00151E.PS-1-21.jpg
KJ00151E.PS-1-21V,14KW 1ctw (PS-0.4ctr) F+VVS+ LGD EARR 1.7gms,14KW,1.74,EARR,,F+VVS+,,1,615,https://images.kirajewels.net/USA/KJ00151E.PS-1-21.jpg
KJ00151E.PS-1-22V,14KY 1ctw (PS-0.4ctr) F+VVS+ LGD EARR 1.6gms,14KY,1.65,EARR,,F+VVS+,,1,615,https://images.kirajewels.net/USA/KJ00151E.PS-2-22.jpg
KJ00151E.PS-2-21F,14KW 2ctw (PS-0.9ctr) F+VS+ LGD EARR 2.1gms,14KW,2.12,EARR,,F+VS+,,1,727,https://images.kirajewels.net/USA/KJ00151E.PS-1-21.jpg
KJ00151E.PS-3-21F,14KW 3ctw (PS-1.5ctr) F+VS+ LGD EARR 2.9gms,14KW,2.88,EARR,,F+VS+,,1,1103,https://images.kirajewels.net/USA/KJ00151E.PS-1-21.jpg
KJ00151E.PS-3-21F,14KW 3ctw (PS-1.5ctr) F+VS+ LGD EARR 2.9gms,14KW,2.88,EARR,,F+VS+,,1,1103,https://images.kirajewels.net/USA/KJ00151E.PS-1-21.jpg
KJ00151E.RA-2-22F,14KY 2.1ctw (RA-0.9ctr) F+VS+ LGD EARR 2.5gms,14KY,2.49,EARR,,F+VS+,,1,779,https://images.kirajewels.net/USA/KJ00151E.RA-2-22F.jpg
KJ00151E.RD-1-21F,14KW 1ctw (RD-0.4ctr) F+VS+ LGD EARR 1.7gms,14KW,1.72,EARR,,F+VS+,,1,457,https://images.kirajewels.net/USA/KJ00151E.RD-1-21F.jpg
KJ00151E.RD-1-21F,14KW 1ctw (RD-0.4ctr) F+VS+ LGD EARR 1.7gms,14KW,1.72,EARR,,F+VS+,,1,457,https://images.kirajewels.net/USA/KJ00151E.RD-1-21F.jpg
KJ00151E.RD-1-23F,14KR 1ctw (RD-0.4ctr) F+VS+ LGD EARR 1.6gms,14KR,1.58,EARR,,F+VS+,,1,457,https://images.kirajewels.net/USA/KJ00151E.RD-2-23.jpg
KJ00151E.RD-2-21F,14KW 2ctw (RD-0.9ctr) F+VS+ LGD EARR 2.2gms,14KW,2.23,EARR,,F+VS+,,1,725,https://images.kirajewels.net/USA/KJ00151E.RD-1-21F.jpg
KJ00151E.RD-2-23F,14KR 2ctw (RD-0.9ctr) F+VS+ LGD EARR 2.2gms,14KR,2.16,EARR,,F+VS+,,1,725,https://images.kirajewels.net/USA/KJ00151E.RD-2-23.jpg
KJ00151E.RD-3-21F,14KW 2.9ctw (RD-1.3ctr) F+VS+ LGD EARR 2.8gms,14KW,2.82,EARR,,F+VS+,,1,1274,https://images.kirajewels.net/USA/KJ00151E.RD-1-21F.jpg
KJ00151E.RD-3-22F,14KY 3ctw (RD-1.4ctr) F+VS+ LGD EARR 2.9gms,14KY,2.92,EARR,,F+VS+,,1,1274,https://images.kirajewels.net/USA/KJ00151E.RD-2-22.jpg
KJ00173H.RD-3-21F,14KW 3ctw F+VS+ LGD EARR 6.1gms,14KW,6.11,EARR,,F+VS+,,1,1342,https://images.kirajewels.net/USA/KJ00173H.RD-3-21.jpg
KJ00173H.RD-3-22G,14KY 3ctw (RD-0.39ctr) G+VS+ LGD EARR 6gms,14KY,6.03,EARR,,G+VS+,,1,1310,https://images.kirajewels.net/USA/KJ00173H.RD-3-22.jpg
KJ00173H.RD-3-23F,14KR 3ctw F+VS+ LGD EARR 5.9gms,14KR,5.9,EARR,,F+VS+,,1,1342,https://images.kirajewels.net/USA/KJ00173H.RD-3-23.jpg
KJ00175H.EM-3.5-23F,14KR 3.52ctw (EM-0.16ctr) F+VS+ LGD EARR 5.3gms,14KR,5.28,EARR,,F+VS+,,1,1455,https://images.kirajewels.net/USA/KJ00175H.EM-4-23.jpg
KJ00175H.EM-4-21F,14KW 4ctw (EM-0.18ctr) F+VS+ LGD EARR 5.5gms,14KW,5.54,EARR,HO/HU,F+VS+,,1,1556,https://images.kirajewels.net/USA/KJ00175H.EM-4-21.jpg
KJ00175H.EM-4-22G,14KY 4ctw (EM-0.18ctr) G+VS+ LGD EARR 5.5gms,14KY,5.54,EARR,,G+VS+,,2,1522,https://images.kirajewels.net/USA/KJ00175H.EM-4-22.jpg
KJ00176H.OV-4-21F,14KW 4ctw (OV-0.2ctr) F+VS+ LGD EARR 5.5gms,14KW,5.46,EARR,,F+VS+,,1,1557,https://images.kirajewels.net/USA/KJ00176H.OV-4-21.jpg
KJ00177H.RD-4-22F,14KY 4ctw (RD-0.18ctr) F+VS+ LGD EARR 7gms,14KY,6.98,EARR,,F+VS+,,1,1517,https://images.kirajewels.net/USA/KJ00177H.RD-4-22.jpg
KJ00178H.MQ-4-22G,14KY 4ctw(MQ-0.2ctr) G+VS+ LGD EARR 5.9gms,14KY,5.93,EARR,,G+VS+,,1,1530,https://images.kirajewels.net/USA/KJ00178H.MQ-4-22.jpg
KJ00179H.OV-4-21G,14KW 3.9ctw (OV-0.2ctr) G+VS+ LGD EARR 5.48gms,14KW,5.48,EARR,,G+VS+,,1,1516,https://images.kirajewels.net/USA/KJ00179H.OV-3.9-21.jpg
KJ00179H.OV-4-23G,14KR 3.9ctw(OV-0.2ctr) G+VS+ LGD EARR 5.5gms,14KR,5.48,EARR,,G+VS+,,1,1516,https://images.kirajewels.net/USA/KJ00179H.OV-3.9-23.jpg
KJ00179H.OV-4-23V,14KR 3.9ctw F+VVS+ LGD EARR 5.7gms,14KR,5.72,EARR,,F+VVS+,,1,1984,https://images.kirajewels.net/USA/KJ00179H.OV-3.9-23.jpg
KJ00180H.OV-3-21F,14KW 3.4ctw (OV-ctr) F+VS+ LGD EARR 4.6gms,14KW,4.55,EARR,,F+VS+,,1,1195,https://images.kirajewels.net/USA/KJ00180H.OV-3-21F.jpg
KJ00180H.RD-2-22F,14KY 2ctw (RD-0.3ctr) F+VS+ LGD EARR 4.1gms,14KY,3.71,EARR,,F+VS+,,1,926,https://images.kirajewels.net/USA/KJ00180H.RD-2-22.jpg
KJ00180H.RD-2-22F,14KY 2ctw (RD-0.3ctr) F+VS+ LGD EARR 4.1gms,14KY,3.71,EARR,,F+VS+,,2,926,https://images.kirajewels.net/USA/KJ00180H.RD-2-22.jpg
KJ00184H.EM-1.5-21F,14KW 1.5ctw (EM-0.7ctr) F+VS+ LGD EARR 2.9gms,14KW,2.94,EARR,,F+VS+,,1,695,https://images.kirajewels.net/USA/KJ00184H.EM-1.5-21.jpg
KJ00184H.EM-1.5-22F,14KY 1.5ctw (EM-0.7ctr) F+VS+ LGD EARR 2.7gms,14KY,2.72,EARR,,F+VS+,,1,695,https://images.kirajewels.net/USA/KJ00184H.EM-1.5-22.jpg
KJ00184H.EM-1.5-22G,14KY 1.5ctw (EM-0.63ctr) G+VS+ LGD EARR 2.83gms,14KY,2.83,EARR,,G+VS+,,1,682,https://images.kirajewels.net/USA/KJ00184H.EM-1.5-22.jpg
KJ00184H.EM-1.5-23F,14KR 1.5ctw (EM-0.7ctr) F+VS+ LGD EARR 2.7gms,14KR,2.69,EARR,,F+VS+,,1,695,https://images.kirajewels.net/USA/KJ00184H.EM-1.5-23.jpg
KJ00184H.MQ-1.5-21F,14KW 1.5ctw (MQ-0.6ctr) F+VS+ LGD EARR 2.6gms,14KW,2.62,EARR,,F+VS+,,1,657,https://images.kirajewels.net/USA/KJ00184H.MQ-1.5-21.jpg
KJ00184H.MQ-1.5-21G,14KW 1.5ctw (MQ-0.65ctr) G+VS+ LGD EARR 2.7gms,14KW,2.7,EARR,,G+VS+,,1,644,https://images.kirajewels.net/USA/KJ00184H.MQ-1.5-21.jpg
KJ00184H.MQ-1.5-23F,14KR 1.5ctw (MQ-0.6ctr) F+VS+ LGD EARR 2.7gms,14KR,2.66,EARR,,F+VS+,,1,657,https://images.kirajewels.net/USA/KJ00184H.MQ-1.5-23.jpg
KJ00184H.OV-1.5-22F,14KY 1.5ctw (OV-0.7ctr) F+VS+ LGD EARR 2.6gms,14KY,2.6,EARR,,F+VS+,,1,688,https://images.kirajewels.net/USA/KJ00184H.OV-1.5-22.jpg
KJ00184H.RD-1.5-21F,14KW 1.5ctw (RD-0.6ctr) F+VS+ LGD EARR 2.7gms,14KW,2.72,EARR,,F+VS+,,1,643,https://images.kirajewels.net/USA/KJ00184H.RD-1.5-21.jpg
KJ00184H.RD-1.5-22F,14KY 1.5ctw (RD-0.6ctr) F+VS+ LGD EARR 2.7gms,14KY,2.71,EARR,,F+VS+,,1,643,https://images.kirajewels.net/USA/KJ00184H.RD-1.5-22.jpg
KJ00185H.PS-1.5-26V,14KYW 1.5ctw (PS-0.7ctr) F+VVS+ LGD EARR 3.8gms,14KYW,3.78,EARR,,F+VVS+,,1,999,https://images.kirajewels.net/USA/KJ00185H.PS-1.5-26.jpg
KJ00185H.PS-1.5-27V,14KRW 1.5ctw (PS-0.8ctr) F+VVS+ LGD EARR 3.8gms,14KRW,3.84,EARR,,F+VVS+,,1,999,https://images.kirajewels.net/USA/KJ00185H.PS-1.5-27.jpg
KJ00185H.PS-1.5-27V,14KRW 1.5ctw (PS-0.8ctr) F+VVS+ LGD EARR 3.8gms,14KRW,3.84,EARR,,F+VVS+,,1,999,https://images.kirajewels.net/USA/KJ00185H.PS-1.5-27.jpg
KJ00186H.OV-1.5-21F,14KW 1.5ctw (OV-0.7ctr) F+VS+ LGD EARR 5.1gms,14KW,5.08,EARR,,F+VS+,,1,1004,https://images.kirajewels.net/USA/KJ00186H.OV-1.5-21.png
KJ00186H.OV-1.5-22F,14KY 1.5ctw (OV-0.8ctr) F+VS+ LGD EARR 5gms,14KY,4.98,EARR,,F+VS+,,1,1004,https://images.kirajewels.net/USA/KJ00186H.OV-1.5-22.png
KJ00186H.OV-1.5-23F,14KR 1.5ctw (OV-0.7ctr) F+VS+ LGD EARR 5.1gms,14KR,5.08,EARR,,F+VS+,,1,1004,https://images.kirajewels.net/USA/KJ00186H.OV-1.5-23.png
