Item#,Description,Metal,Gms,Categories,Collections,Diamond Quality,Size,Quantity OH,Price,Image
KJ01450R.OV-3-29G,14KTRI 3ctw [D=47(OV-2.6ctr)] G+VS+ LGD Ring 5.09 gms,14KTRI,5.09,RING,,G+VS+,Sz 7,1,1510,https://images.kirajewels.net/USA/KJ01450R.OV-3-29.png
KJ01451P.PS-2-21F,14KW 2CTW (PS-2ctr) F+VS+ LGD Pend 2.6gms,14KW,2.59,PEND,,F+VS+,,1,1104,https://images.kirajewels.net/USA/KJ01451P.PS-2-21F.png
KJ01451P.PS-2-22F,14KY 2ctw (PS-2ctr) F+VS+ LGD PEND 2.4gms,14KY,2.42,PEND,,F+VS+,,1,1104,
KJ01451R.RD-2-29F,14KTRI 2ctw (RD-2ctr) F+VS+ LGD RING 4.2gms,14KTRI,4.22,RING,,F+VS+,Sz7,1,1267,https://images.kirajewels.net/USA/KJ01451R.RD-2-29.png
KJ01451R.RD-2-29V,14KTRI 2ctw (RD-2ctr) F+VVS+ LGD RING 4.2gms,14KTRI,4.22,RING,,F+VVS+,Sz7,1,1486,https://images.kirajewels.net/USA/KJ01451R.RD-2-29.png
KJ01452R.RD-2-29F,14KTRI 2ctw (RD-2ctr) F+VS+ LGD RING 5.6gms,14KTRI,5.59,RING,,F+VS+,Sz7,1,1465,https://images.kirajewels.net/USA/KJ01452R.RD-2-29.png
KJ01452R.RD-2-29F,14KTRI 2ctw (RD-2ctr) F+VS+ LGD RING 5.6gms,14KTRI,5.59,RING,,F+VS+,Sz7,1,1465,https://images.kirajewels.net/USA/KJ01452R.RD-2-29.png
KJ01453R.RD-2.5-21F,14KW 1.51ctw (RD-2ctr) F+VS+  LGD RING 4.198gms,14KW,4.2,RING,,F+VS+,,1,1262,https://images.kirajewels.net/USA/KJ01453R.RD-2.5-21.jpg
KJ01453R.RD-2.5-22F,14KY 2.5ctw (Dia=20stns w/ RD-0ctr) F+VS+ LGD Sz 7 Ring 3.76gms,14KY,3.76,RING,,F+VS+,Sz 7,1,1262,https://images.kirajewels.net/USA/KJ01453R.RD-2.5-22.jpg
KJ01454R.PS-2-21F,14KW 2ctw (Dia=2stns w/ PS-1ctr) F+VS+ LGD Sz 7 Ring 2.98gms,14KW,2.98,RING,,F+VS+,Sz 7,1,865,https://images.kirajewels.net/USA/KJ01454R.PS-2-21F.png
KJ01454R.PS-2-22F,14KY 2ctw (PS-1ctr) F+VS+ LGD RING 3.02gms,14KY,3.02,RING,,F+VS+,Sz 7,1,865,https://images.kirajewels.net/USA/KJ01454R.PS-2-22F.png
KJ01455R.PS-2-22F,14KY 2ctw (PS-1ctr) F+VS+ LGD RING 2.9gms,14KY,2.91,RING,,F+VS+,Sz7,1,849,https://images.kirajewels.net/USA/KJ01455R.PS-2-22F.png
KJ01455R.RD-1.5-24F,14KWY 1.5ctw [D=1(RD-1.5ctr)] F+VS+ LGD Ring 3.29 gms,14KWY,3.29,RING,,F+VS+,Sz 7,1,925,
KJ01456E.PS-3-26F,14KYW 3ctw (Dia=2stns w/ PS-1.4ctr) F+VS+ LGD  Earring 5.16gms,14KYW,5.16,EARR,,F+VS+,,1,1450,
KJ01456E.PS-3-26G,14KYW 2.5ctw (PS-1.48ctr) G+VS+  LGD EARR 5.218gms,14KYW,5.22,EARR,,G+VS+,,1,1398,https://images.kirajewels.net/USA/KJ01456E.PS-3-26G.jpg
KJ01457E.OV-2-26F,14KYW 2ctw (OV-1.1ctr) F+VS+ LGD EARR 4.36gms,14KYW,4.36,EARR,,F+VS+,,1,1146,
KJ01458P.RD-3-24F,14KYW 3ctw (RD-0.5ctr) F+VS+ LGD PEND 8.4gms,14KYW,8.43,PEND,,F+VS+,,1,2002,
KJ01459M.EM-2-21F,14KW 2ctw (EM-2ctr) F+VS+ LGD RING 6.1gms,14KW,6.08,RING,,F+VS+,Sz10,1,1314,https://images.kirajewels.net/USA/KJ01459M.EM-2-21.png
KJ01460M.RD-1.5-21F,14KW 1.5ctw (RD-1.5ctr) F+VS+ LGD RING 4.8gms,14KW,4.81,RING,,F+VS+,Sz10,1,1226,https://images.kirajewels.net/USA/KJ01460M.RD-1.5-21F.png
KJ01461P.AS-6-22F,14KY 6ctw (Dia=6stns w/ AS-1ctr) F+VS+ LGD  Pendant 5.15gms,14KY,5.15,PEND,,F+VS+,,1,2398,https://images.kirajewels.net/USA/KJ01461P.AS-6-22.png
KJ01465M.AS-3.1-24F,14KWY 3.1ctw (AS-2.8ctr) F+VS+ LGD RING 8.1gms,14KWY,8.08,RING,,F+VS+,Sz10,1,1915,
KJ01466M.OV-1.5-24F,14KWY 1.5ctw (OV-1.4ctr) F+VS+ LGD RING 7gms,14KWY,7.02,RING,,F+VS+,Sz10,1,1392,https://images.kirajewels.net/USA/KJ01466M.OV-1.5-24.png
KJ01468M.RA-2.5-21F,14KW 2.5ctw (RA-2.5ctr) F+VS+ LGD RING 8gms,14KW,7.96,RING,,F+VS+,Sz10,1,1726,https://images.kirajewels.net/USA/KJ01468M.RA-2.5-21.jpg
KJ01469P.MQ-1-21F,14KW 1ctw (Dia=9stns w/ MQ-0.3ctr) F+VS+ LGD  Pendant 2.01gms,14KW,2.01,PEND,,F+VS+,,1,714,https://images.kirajewels.net/USA/KJ01469P.MQ-1-21F.png
KJ01469P.MQ-1-22F,14KY 1ctw (MQ-0.3ctr) F+VS+ LGD PEND 1.97gms,14KY,1.97,PEND,,F+VS+,,1,714,https://images.kirajewels.net/USA/KJ01469P.MQ-1-22F.png
KJ01470P.OV-1-21F,14KW 1ctw (Dia=23stns w/ OV-0.2ctr) F+VS+ LGD  Pendant 2.77gms,14KW,2.77,PEND,,F+VS+,,1,841,https://images.kirajewels.net/USA/KJ01470P.OV-1-21F.png
KJ01470P.OV-1-22F,14KY 5.5ctw (OV-0.31ctr) F+VS+  LGD PEND 2.758gms,14KY,2.76,PEND,,F+VS+,,1,841,https://images.kirajewels.net/USA/KJ01470P.OV-1-22F.png
KJ01471P.MQ-2-21F,14KW 7.5ctw (MQ-0.32ctr) F+VS+  LGD PEND 2.838gms,14KW,2.84,PEND,,F+VS+,,1,1001,https://images.kirajewels.net/USA/KJ01471P.MQ-2-21F.jpg
KJ01471P.MQ-2-22F,14KY 2ctw (Dia=14stns w/ MQ-0.3ctr) F+VS+ LGD  Pendant 2.83gms,14KY,2.83,PEND,,F+VS+,,1,1001,https://images.kirajewels.net/USA/KJ01471P.MQ-2-22F.jpg
KJ01473P.PS-1.5-22F,14KY 1.5ctw (Dia=23stns w/ PS-0.2ctr) F+VS+ LGD  Pendant 1.68gms,14KY,1.68,PEND,,F+VS+,,1,775,https://images.kirajewels.net/USA/KJ01473P.PS-1.5-22F.png
KJ01473P.PS-1.51-21F,14KW 2ctw (PS-0.31ctr) F+VS+  LGD PEND 1.646gms,14KW,1.65,NECK,,F+VS+,,1,775,https://images.kirajewels.net/USA/KJ01473P.PS-1.51-21F.png
KJ01474B.PS-2-21F,14KW 3ctw (PS-0.263ctr) F+VS+  LGD BRAC 12.216gms,14KW,12.22,BRAC,,F+VS+,,1,2105,https://images.kirajewels.net/USA/KJ01474B.PS-2-21F.png
KJ01474B.PS-2-22F,14KY 2ctw (Dia=10stns w/ ps-0.2ctr) F+VS+ LGD 50 X 60 MM Bangle 12.17gms,14KY,12.17,BNGL,,F+VS+,50 X 60 MM,1,2105,https://images.kirajewels.net/USA/KJ01474B.PS-2-22F.png
KJ01477B.MQ-2-21F,14KW 1.5ctw (MQ-0.28ctr) F+VS+  LGD BRAC 11.11gms,14KW,11.11,BRAC,,F+VS+,,1,1871,https://images.kirajewels.net/USA/KJ01477B.MQ-2-21F.png
KJ01478E.PS-4.5-22F,14KY 4.5ctw [D=18(PS-0.63ctr)] F+VS+ LGD Earr 5.09 gms,14KY,5.09,EARR,,F+VS+,,1,1541,https://images.kirajewels.net/USA/KJ01478E.PS-4.5-22F.png
KJ01478R.PS-2.5-22F,14KY 2.5ctw (PS-0.3ctr) F+VS+ LGD RING 4.6gms,14KY,4.64,RING,,F+VS+,Sz7,1,1117,https://images.kirajewels.net/USA/KJ01478R.PS-2.5-22.png
KJ01479E.PS-3.75-22F,14KY 3.75ctw [D=20(PS-0.3ctr)] F+VS+ LGD Earrings 5.13 gms,14KY,5.13,EARR,,F+VS+,,1,1421,https://images.kirajewels.net/USA/KJ01479E.PS-3.75-22F.png
KJ01480B.PS-1.5-22F,14KY 1.5ctw [D=7(PS-0.4ctr)] F+VS+ LGD Brac 6.67 gms,14KY,6.67,BRAC,,F+VS+,Sz 7,1,1311,https://images.kirajewels.net/USA/KJ01480B.PS-1.5-22.png
KJ01481N.PS-2-21F,14KW 0.2ctw (PS-0.61ctr) F+VS+  LGD NECK 2.824gms,14KW,2.82,NECK,,F+VS+,"18""",1,991,https://images.kirajewels.net/USA/KJ01481N.PS-2-21F.png
KJ01481N.PS-2-22F,"14KY 2ctw (Dia=7stns w/ PS-0.3ctr) F+VS+ LGD 18"" Necklace 2.73gms",14KY,2.73,NECK,,F+VS+,"18""",1,991,https://images.kirajewels.net/USA/KJ01481N.PS-2-22F.png
KJ01482E.PS-4.5-22F,14KY 4.5ctw [D=19(PS-0.64ctr)] F+VS+ LGD Earr 5.7 gms,14KY,5.7,EARR,,F+VS+,,1,1630,https://images.kirajewels.net/USA/KJ01482E.PS-4.5-22F.png
KJ01483RP.OV-3.75-21G,14KW 3.75ctw [D=38(OV-2.01ctr)] G+VS+ LGD Ring 6.99 gms,14KW,6.99,RING,,G+VS+,Sz 7,1,1968,https://images.kirajewels.net/USA/KJ01483RP.OV-3.75-21G.png
KJ01483RP.OV-3.8-21F,14KW 3.8ctw (OV-2ctr) F+VS+ LGD RING 7.3gms,14KW,7.27,RING,,F+VS+,Sz7,1,2026,https://images.kirajewels.net/USA/KJ01483RP.OV-3.8-21F.png
KJ01483RP.OV-3.8-22F,14KY 3.8CTW (MQ-0.2ctr) F+VS+ LGD Ring 7gms,14KY,6.96,RING,,F+VS+,SZ 7,1,2026,https://images.kirajewels.net/USA/KJ01483R.OV-3.75-22.png
KJ01484E.PS-0.5-22F,14KY 0.5ctw (PS-0.3ctr) F+VS+ LGD EARR 1.44gms,14KY,1.44,EARR,,F+VS+,,1,331,https://images.kirajewels.net/USA/KJ01484E.PS-0.5-22F.png
KJ01484P.PS-0.5-21F,14KW 0.5ctw (Dia=1stns w/ PS-0.5ctr) F+VS+ LGD  Pendant 0.92gms,14KW,0.92,PEND,,F+VS+,,1,469,https://images.kirajewels.net/USA/KJ01484P.PS-0.5-21F.jpg
KJ01484P.PS-0.5-22F,14KY 0.5ctw (PS-0.6ctr) F+VS+ LGD PEND 0.9gms,14KY,0.9,PEND,,F+VS+,,1,469,https://images.kirajewels.net/USA/KJ01484P.PS-0.5-22F.jpg
KJ01484R.PS-0.5-22F,14KY 0.5ctw (PS-0.6ctr) F+VS+ LGD RING 2.84gms,14KY,2.84,RING,,F+VS+,Sz 7,1,513,https://images.kirajewels.net/USA/KJ01484R.PS-0.5-22.png
KJ01484R.PS-0.50-21F,14KW .50ctw [D=2(PS-0.5ctr)] F+VS+ LGD Ring 2.95 gms,14KW,2.95,RING,,F+VS+,Sz 7,1,513,https://images.kirajewels.net/USA/KJ01484R.PS-0.50-21F.png
KJ01485N.RD-1-21F,14KW 5.5ctw (RD-0.198ctr) F+VS+  LGD PEND 4.77gms,14KW,4.77,NECK,,F+VS+,,1,967,https://images.kirajewels.net/USA/KJ01485N.RD-1-21F.jpg
KJ01486N.RD-1-21F,14KW 1ctw [D=17(RD-0.97ctr)] F+VS+ LGD Pend 2.6 gms,14KW,2.6,NECK,,F+VS+,"18""",1,734,https://images.kirajewels.net/USA/KJ01486N.RD-1-21F.png
KJ01486P.RD-1-22F,14KY 1ctw (RD-0.2ctr) F+VS+ LGD PEND 2.26gms,14KY,2.26,PEND,,F+VS+,,1,734,https://images.kirajewels.net/USA/KJ01486P-RD-1-22.png
KJ01488R.RA-2.5-26F,14KYW 2.5ctw (RA-2.1ctr) F+VS+ LGD RING 3.6gms,14KYW,3.64,RING,,F+VS+,Sz7,1,1086,
KJ01489R.CU-2.5-26FY,14KYW 2.5ctw (CU-2.1ctr) F+VS+/YELLOW LGD RING 3.7gms,14KYW,3.67,RING,,F+VS+,Sz7,1,1822,
KJ01489R.CU-2.5-26VY,14KYW 2.5ctw (CU-2.1ctr) F+VVS+/YELLOW LGD RING 3.7gms,14KYW,3.67,RING,,F+VVS+,Sz7,1,1874,
KJ01490E.RA-OV-6-21F,14KW 6ctw (RA-1ctr) F+VS+ LGD EARR 4.7gms,14KW,4.74,EARR,,F+VS+,,1,1766,
KJ01490P.RA-2.5-26FY,14KYW 2.5ctw [D=22(RA-2.05ctr)] F+VS LGD Pend 1.96 gms,14KYW,1.96,PEND,,F+VS+,,1,1807,
KJ01490R.RA-2.5-26FY,14KYW 2.5ctw (RA-2ctr) F+VS+ LGD RING 3.2gms,14KYW,3.2,RING,,F+VS+,Sz7,1,1733,https://images.kirajewels.net/USA/KJ01490R.RA-2.5-26FY.jpg
KJ01490R.RA-2.5-26FY,14KYW 2.5CTW (RA-2ctr) YELLOW LGD Ring 2.9gms,14KYW,2.91,RING,,F+VS+,SZ 7,3,1733,https://images.kirajewels.net/USA/KJ01490R.RA-2.5-26FY.jpg
KJ01491R.PS-2-26V,14KYW 2ctw (PS-1.5ctr) F+VVS+ LGD RING 3.3gms,14KYW,3.25,RING,,F+VVS+,Sz7,1,1119,
KJ01491R.PS-2-26V,14KYW 2ctw (PS-1.5ctr) F+VVS+ LGD RING 3.3gms,14KYW,3.25,RING,,F+VVS+,Sz7,1,1119,
KJ01492P.CE-EM-3.5-26FY,"14KYW 3.5ctw (CE-2ctr,EM-1.5ctr) YELLOW LGD PEND 1.24gms",14KYW,1.24,PEND,,,"18""",1,1939,
KJ01493P.PS-2-24FY,14KWY 1ctw (PS-1.5ctr) F+VS+  LGD PEND 1.828gms,14KWY,1.83,PEND,,F+VS+,,1,1494,https://images.kirajewels.net/USA/KJ01493P.PS-2-24FY.jpg
KJ01493P.PS-2-24VY,14KWY 2ctw (Dia=16stns w/ PS-1.5ctr) YEL LGD  Pendant 1.79gms,14KWY,1.79,PEND,,F+VVS+,,1,1494,
KJ01495P.CU-2.5-24FY,14KWY 2.5ctw (Dia=2stns w/ CU-2ctr) YEL LGD  Pendant 0.79gms,14KWY,0.79,PEND,,F+VS+,,1,1648,https://images.kirajewels.net/USA/KJ01495P.CU-2.5-24FY.jpg
KJ01495P.CU-RD-24FY,14KWY 2.5ctw (CU-2ctr) F+VS+/YELLOW LGD PEND 0.8gms,14KWY,0.77,PEND,,F+VS+,,1,1648,
KJ01496P.PS-MQ-2.5-26FY,14KYW 2.5ctw (Dia=2stns w/ PS-1ctr) F+VS+ LGD  Pendant 0.97gms,14KYW,0.97,PEND,,F+VS+,,1,1517,https://images.kirajewels.net/USA/KJ01496P.PS-MQ-2.5-26FY.jpg
KJ01496P.PS-MQ-2.5-26FY,14KYW 2.5ctw (Dia=2stns w/ PS-1ctr) F+VS+ LGD  Pendant 0.97gms,14KYW,0.97,PEND,,F+VS+,,2,1517,https://images.kirajewels.net/USA/KJ01496P.PS-MQ-2.5-26FY.jpg
KJ01497R.RA-2.5-24FY,14KWY 2.5ctw (RA-2ctr) F+VS+/YELLOW LGD RING 4.9gms,14KWY,4.9,RING,,F+VS+,Sz7,1,2023,https://images.kirajewels.net/USA/KJ01497R.RA-2.5-24FY.jpg
KJ01497R.RA-2.5-24FY,14KWY 2.5ctw (RA-2ctr) F+VS+/YELLOW LGD RING 4.9gms,14KWY,4.9,RING,,F+VS+,Sz7,1,2023,https://images.kirajewels.net/USA/KJ01497R.RA-2.5-24FY.jpg
KJ01498R.RA-2.5-24FY,14KWY 2.5ctw (RA-1.9ctr) F+VS+/YELLOW LGD RING 4.3gms,14KWY,4.34,RING,,F+VS+,Sz7,1,1932,https://images.kirajewels.net/USA/KJ01498R.RA-2.5-24FY.jpg
KJ01498R.RA-2.5-24FY,14KWY 2.5ctw (RA-1.9ctr) F+VS+/YELLOW LGD RING 4.3gms,14KWY,4.34,RING,,F+VS+,Sz7,1,1932,https://images.kirajewels.net/USA/KJ01498R.RA-2.5-24FY.jpg
KJ01499R.CU-3-24FY,14KWY 3ctw (CU-2.1ctr) F+VS+/YELLOW LGD RING 3.7gms,14KWY,3.71,RING,,F+VS+,Sz7,1,1958,
KJ01499R.CU-3-24FY,14KWY 3ctw (CU-2.1ctr) F+VS+/YELLOW LGD RING 3.7gms,14KWY,3.71,RING,,F+VS+,Sz7,1,1958,
KJ01500R.OV-3.5-24FY,14KWY 3.5ctw (OV-3ctr) YELLOW LGD RING 2.9gms,14KWY,2.9,RING,,,Sz 7,1,2619,https://images.kirajewels.net/USA/KJ01500R.OV-3.5-24.png
KJ01501R.RA-3.5-24FY,14KWY 3.5ctw (RA-3.1ctr) F+VS+/YELLOW LGD RING 3.8gms,14KWY,3.78,RING,,F+VS+,Sz7,1,2742,https://images.kirajewels.net/USA/KJ01501R.RA-3.5-24FY.jpg
KJ01501R.RA-3.5-24FY,14KWY 3.5ctw (RA-3.1ctr) F+VS+/YELLOW LGD RING 3.8gms,14KWY,3.78,RING,,F+VS+,Sz7,1,2742,https://images.kirajewels.net/USA/KJ01501R.RA-3.5-24FY.jpg
KJ01502R.CU-2.5-24F,14KWY 2.5ctw (CU-2ctr) F+VS+/YELLOW LGD RING 2.4gms,14KWY,2.44,RING,,F+VS+,Sz7,1,1039,
KJ01502R.CU-2.5-24FY,14KWY 2.5ctw (CU-2ctr) F+VS+/YELLOW LGD RING 2.4gms,14KWY,2.44,RING,,F+VS+,Sz7,1,1654,
KJ01503R.OV-3.5-24FY,14KWY 3.5ctw (OV-3ctr) F+VS+/YELLOW LGD RING 2.4gms,14KWY,2.4,RING,,F+VS+,Sz7,1,2569,https://images.kirajewels.net/USA/KJ01503R.OV-3.5-24FY.jpg
KJ01503R.OV-3.5-24FY,14KWY 3.5ctw (OV-3ctr) F+VS+/YELLOW LGD RING 2.4gms,14KWY,2.4,RING,,F+VS+,Sz7,1,2569,https://images.kirajewels.net/USA/KJ01503R.OV-3.5-24FY.jpg
KJ01504R.RA-3-24FY,14KWY 3ctw (RA-2ctr) YELLOW LGD RING 2.41gms,14KWY,2.41,RING,,,Sz 7,1,1748,
KJ01504R.RA-3-24VY,14KWY 3ctw [D=13(RA-2.03ctr)] YELLOW LGD Ring 2.31 gms,14KWY,2.31,RING,,F+VVS+,Sz 7,1,1748,https://images.kirajewels.net/USA/KJ01504R.RA-3-24VY.jpg
KJ01505E.RA-OV-6-21F,14KW 6ctw (RA-1.1ctr) F+VS+ LGD EARR 4.6gms,14KW,4.6,EARR,,F+VS+,,1,1851,https://images.kirajewels.net/USA/KJ01505E.RA-OV-6-21F.png
KJ01506E.PS-4.5-21F,14KW 4.5ctw (PS-1.3ctr) F+VS+ LGD EARR 2.48gms,14KW,2.48,EARR,,F+VS+,,1,1250,https://images.kirajewels.net/USA/KJ01506E.PS-4.5-21F.png
KJ01507E.RA-3-23F,14KR 3ctw (RA-0.9ctr) F+VS+ LGD EARR 2.71gms,14KR,2.71,EARR,,F+VS+,,1,948,https://images.kirajewels.net/USA/KJ01507E.RA-3-23.png
KJ01508E.PS-5.5-21F,14KW 5.5ctw (Dia=6stns w/ PS-0.9ctr) F+VS+ LGD  Earring 2.63gms,14KW,2.63,EARR,,F+VS+,,1,1523,https://images.kirajewels.net/USA/KJ01508E.PS-5.5-21F.png
KJ01509E.PR-7-22F,14KY 7ctw (Dia=18stns w/ PR-0.3ctr) F+VS+ LGD  Earring 5.42gms,14KY,5.42,EARR,,F+VS+,,1,2207,https://images.kirajewels.net/USA/KJ01509E.PR-7-22.png
KJ01510R.OV-2-21F,14KW 2ctw (OV-2ctr) F+VS+ LGD RING 4.8gms,14KW,4.82,RING,,F+VS+,Sz7,1,1203,
KJ01510R.OV-3-22FY,14KY 3ctw (Dia=1stns w/ OV-3ctr) YEL LGD Sz 7 Ring 4.78gms,14KY,4.78,RING,,,Sz 7,1,2779,
KJ01511M.RA-2-21F,14KW 2ctw (Dia=1stns w/ RA-2ctr) F+VS+ LGD Sz 10 Ring 6.92gms,14KW,6.92,RING,,F+VS+,Sz 10,1,1470,https://images.kirajewels.net/USA/KJ01511M.RA-2-21.png
KJ01512R.RD-2-24F,14KWY 2ctw (RD-2ctr) F+VS+ LGD RING 4gms,14KWY,3.97,RING,,F+VS+,Sz7,1,1207,https://images.kirajewels.net/USA/KJ01512R.RD-2-24.png
KJ01512R.RD-2-24F,14KWY 2ctw (RD-2ctr) F+VS+ LGD RING 4gms,14KWY,3.97,RING,,F+VS+,Sz7,1,1207,https://images.kirajewels.net/USA/KJ01512R.RD-2-24.png
KJ01513M.RA-2-21F,14KW 2ctw (RA-2ctr) F+VS+ LGD RING 7.7gms,14KW,7.72,RING,,F+VS+,Sz10,1,1613,https://images.kirajewels.net/USA/KJ01513M.RA-2-21.png
KJ01514P.PS-1.5-26F,14KYW 1.5ctw (PS-1.5ctr) F+VS+ LGD PEND 2.63gms,14KYW,2.63,PEND,,F+VS+,"18""",1,964,
KJ01515P.PS-3-21F,14KW 3ctw [D=5(PS-2.02ctr)] F+VS+ LGD Pend 2.43 gms,14KW,2.43,PEND,,F+VS+,"18""",1,1306,https://images.kirajewels.net/USA/KJ01515P.PS-3-21F.png
KJ01515P.PS-3-22F,14KY 3ctw (PS-2ctr) F+VS+ LGD PEND 2.5gms,14KY,2.51,PEND,,F+VS+,,1,1306,https://images.kirajewels.net/USA/KJ01515P.PS-3-22.png
KJ01516P.OV-1-24F,14KWY 1ctw [D=3(OV-0.99ctr)] F+VS+ LGD Pend 3.18 gms,14KWY,3.18,PEND,,F+VS+,"18""",1,953,
KJ01517P.PS-1.5-24F,14KWY 1.5ctw (PS-1.5ctr) F+VS+ LGD PEND 3gms,14KWY,2.99,PEND,,F+VS+,,1,1016,https://images.kirajewels.net/USA/KJ01517P.PS-1.5-24F.jpg
KJ01517P.PS-1.5-24F,14KWY 1.5ctw (PS-1.5ctr) F+VS+ LGD PEND 3gms,14KWY,2.99,PEND,,F+VS+,,1,1016,https://images.kirajewels.net/USA/KJ01517P.PS-1.5-24F.jpg
KJ01518P.OV-1-24F,14KWY 1ctw (OV-0.9ctr) F+VS+ LGD PEND 2.68gms,14KWY,2.68,PEND,,F+VS+,,1,817,https://images.kirajewels.net/USA/KJ01518P.OV-1-24.png
KJ01518P.OV-1-24F,14KWY 3.5ctw (OV-0.93ctr) F+VS+  LGD PEND 2.526gms,14KWY,2.53,PEND,,F+VS+,,1,817,https://images.kirajewels.net/USA/KJ01518P.OV-1-24.png
KJ01520P.PS-1.5-25F,14KWR 1.5ctw (PS-1.5ctr) F+VS+ LGD PEND 2.6gms,14KWR,2.58,PEND,,F+VS+,,1,957,https://images.kirajewels.net/USA/KJ01520P.PS-1.5-25F.jpg
KJ01520P.PS-1.5-25F,14KWR 1.5ctw (PS-1.5ctr) F+VS+ LGD PEND 2.6gms,14KWR,2.58,PEND,,F+VS+,,1,957,https://images.kirajewels.net/USA/KJ01520P.PS-1.5-25F.jpg
KJ01521N.RD-1-25F,14KWR 1ctw (RD-1ctr) F+VS+ LGD PEND 2.4gms,14KWR,2.44,NECK,,F+VS+,,1,871,
KJ01521P.RD-1-25F,14KWR 1ctw (RD-1ctr) F+VS+ LGD PEND 2.4gms,14KWR,2.44,PEND,,F+VS+,,1,871,
KJ01522N.RD-1-25F,14KWR 1ctw (RD-1ctr) F+VS+ LGD PEND 2.8gms,14KWR,2.84,NECK,,F+VS+,,1,929,
KJ01522P.RD-1-25F,14KWR 1ctw (RD-1ctr) F+VS+ LGD PEND 2.8gms,14KWR,2.84,PEND,,F+VS+,,1,929,
KJ01523P.OV-1-21F,14KW 1ctw (Dia=1stns w/ OV-1ctr) F+VS+ LGD  Pendant 1.63gms,14KW,1.63,PEND,,F+VS+,,1,715,https://images.kirajewels.net/USA/KJ01523P.OV-1-21.png
KJ01523P.OV-1-22F,14KY 1ctw (OV-1ctr) F+VS+ LGD PEND 1.6gms,14KY,1.58,PEND,,F+VS+,,1,715,https://images.kirajewels.net/USA/KJ01523P.OV-1-22.png
KJ01524P.PS-1.5-25F,14KWR 1.5ctw (PS-1.5ctr) F+VS+ LGD PEND 3.32gms,14KWR,3.32,PEND,,F+VS+,"18""",1,1063,
KJ01524P.PS-1.5-25V,14KWR 1.5ctw [D=2(PS-1.5ctr)] F+VVS+ LGD Pend 3.14 gms,14KWR,3.14,PEND,,F+VVS+,"18""",1,1230,https://images.kirajewels.net/USA/KJ01524P.PS-1.5-25V.jpg
KJ01526E.RD-3-21F,14KW 3ctw (RD-1.3ctr) F+VS+ LGD EARR 2gms,14KW,2.02,EARR,,F+VS+,,1,1113,https://images.kirajewels.net/USA/KJ01526E.RD-3-21.png
KJ01529P.OV-1.5-29F,14KTRI 1.5ctw (OV-1.4ctr) F+VS+ LGD PEND 3.9gms,14KTRI,3.92,PEND,,F+VS+,,1,1166,
KJ01529P.OV-1.5-29F,14KTRI 1.5ctw (OV-1.4ctr) F+VS+ LGD PEND 3.9gms,14KTRI,3.92,PEND,,F+VS+,,1,1166,
KJ01530P.PS-3-22F,14KY 3ctw (PS-1.5ctr) F+VS+ LGD PEND 1.2gms,14KY,1.2,PEND,,F+VS+,,1,1029,https://images.kirajewels.net/USA/KJ01530P.PS-3-22.png
KJ01530P.PS-4-23F,14KR 4ctw [D=6(PS-1.5ctr)] F+VS+ LGD Pend 1.49 gms,14KR,1.49,PEND,,F+VS+,"18""",1,1238,https://images.kirajewels.net/USA/KJ01530P.PS-3-23.png
KJ01531N.RD-2-23F,14KR 2ctw (Dia=3stns w/ RD-0.5ctr) F+VS+ LGD  Pendant 0.81gms,14KR,0.81,NECK,,F+VS+,,1,824,
KJ01531P.RD-2-23F,14KR 2ctw (RD-1ctr) F+VS+ LGD PEND 0.82gms,14KR,0.82,PEND,,F+VS+,,1,1266,https://images.kirajewels.net/USA/KJ01531P.RD-2-23.png
KJ01531P.RD-4.5-22F,14KY 4.5ctw (RD-1.5ctr) F+VS+ LGD PEND 1.6gms,14KY,1.61,PEND,,F+VS+,,1,1386,https://images.kirajewels.net/USA/KJ01531P.RD-2-22.png
KJ01532R.OV-2-21F,14KW 2ctw [D=2(OV-2ctr)] F+VS+ LGD Ring 3.85 gms,14KW,3.85,RING,,F+VS+,Sz 7,1,1175,https://images.kirajewels.net/USA/KJ01532R.OV-2-21.png
KJ01532R.OV-2-22F,14KY 2ctw (OV-2ctr) F+VS+ LGD RING 4.32gms,14KY,4.32,RING,,F+VS+,Sz 7,1,1175,https://images.kirajewels.net/USA/KJ01532R.OV-2-22.png
KJ01533R.PS-1-22F,14KY 1ctw (PS-1ctr) F+VS+ LGD RING 2.8gms,14KY,2.85,RING,,F+VS+,Sz7,1,634,
KJ01534R.OV-2-26F,14KYW 2ctw (OV-2ctr) F+VS+ LGD RING 4.56gms,14KYW,4.56,RING,,F+VS+,Sz 7,1,1219,
KJ01534R.OV-2-26F,14KYW 2ctw [D=2(OV-1.98ctr)] F+VS+ LGD Ring 3.96 gms,14KYW,3.96,RING,,F+VS+,Sz 7,1,1219,
KJ01535P.OV-1-21V,14KW 1ctw [D=3(OV-1ctr)] F+VVS+ LGD Pend 2.53 gms,14KW,2.53,PEND,,F+VVS+,"18""",1,971,https://images.kirajewels.net/USA/KJ01535P.OV-1-21V.png
KJ01535P.OV-1-22F,14KY 1ctw (OV-1ctr) F+VS+ LGD PEND 2.59gms,14KY,2.59,PEND,,F+VS+,,1,856,https://images.kirajewels.net/USA/KJ01535P.OV-1-22F.png
